CustomerKey,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,CLV_Tier
1982502,1738,1,2276.94,1,2,3,123,Lost,Medium Value
1982762,62,4,5808.469999999999,5,5,4,554,Champions,Top Value
1982856,424,4,2630.33,4,5,3,453,Loyal,Medium Value
1982994,1872,1,1688.0,1,2,2,122,Lost,Medium Value
1983111,857,4,12618.09,2,5,5,255,At Risk,Top Value
1983213,390,2,7964.6900000000005,4,4,5,445,Champions,Top Value
1983228,587,2,1033.76,3,4,2,342,Loyal,Low Value
1983416,505,4,9555.14,3,5,5,355,Loyal,Top Value
1983649,1837,1,3560.89,1,2,3,123,Lost,Medium Value
1983666,1147,1,8495.85,1,2,5,125,Lost,Top Value
1983692,366,3,4472.62,4,5,4,454,Champions,Medium Value
1984464,358,3,14878.48,4,5,5,455,Champions,Top Value
1984624,66,3,8388.88,5,5,5,555,Champions,Top Value
1984649,913,3,2610.0,1,5,3,153,At Risk,Medium Value
1984685,1863,1,1533.89,1,2,2,122,Lost,Low Value
1984697,358,3,927.6999999999999,4,5,2,452,Loyal,Low Value
1984985,268,3,5265.79,5,5,4,554,Champions,Top Value
1984991,59,1,4054.0,5,2,3,523,Loyal,Medium Value
1985627,774,1,4924.99,2,2,4,224,Lost,Medium Value
1985636,808,2,6530.63,2,4,4,244,At Risk,Top Value
1985886,731,1,10074.18,2,2,5,225,Lost,Top Value
1985903,394,3,3061.45,4,5,3,453,Loyal,Medium Value
1986036,369,1,888.0,4,2,2,422,Loyal,Low Value
1986204,294,4,4254.7,5,5,4,554,Champions,Medium Value
1986637,501,1,936.0,3,2,2,322,Loyal,Low Value
1986674,66,1,1996.5,5,2,2,522,Loyal,Medium Value
1986804,99,7,13273.62,5,5,5,555,Champions,Top Value
1986927,435,4,1142.89,3,5,2,352,Loyal,Low Value
1987069,624,1,695.65,2,2,1,221,Lost,Low Value
1987171,493,2,4449.96,3,4,4,344,Loyal,Medium Value
1987314,599,3,5898.2,3,5,4,354,Loyal,Top Value
1987493,583,3,4954.42,3,5,4,354,Loyal,Medium Value
1987593,907,2,2361.1899999999996,1,4,3,143,At Risk,Medium Value
1987601,590,2,2820.04,3,4,3,343,Loyal,Medium Value
1987941,92,3,17246.85,5,5,5,555,Champions,Top Value
1987964,265,1,2282.2799999999997,5,2,3,523,Loyal,Medium Value
1987984,561,1,13668.99,3,2,5,325,Need Attention,Top Value
1988069,60,2,1280.2,5,4,2,542,Loyal,Low Value
1988615,372,1,1582.0,4,2,2,422,Loyal,Low Value
1988805,79,7,10823.46,5,5,5,555,Champions,Top Value
1989435,202,3,2515.62,5,5,3,553,Loyal,Medium Value
1989635,255,4,8322.599999999999,5,5,5,555,Champions,Top Value
1989753,1149,1,473.19000000000005,1,2,1,121,Lost,Low Value
1989863,227,3,6119.6900000000005,5,5,4,554,Champions,Top Value
1990017,502,1,364.91,3,2,1,321,Loyal,Low Value
1990185,1680,1,234.0,1,2,1,121,Lost,Low Value
1990343,418,3,4829.58,4,5,4,454,Champions,Medium Value
1990506,512,1,458.0,3,2,1,321,Loyal,Low Value
1990647,612,1,140.26,2,2,1,221,Lost,Low Value
1990814,297,2,1308.47,5,4,2,542,Loyal,Low Value
1991239,1338,2,2745.88,1,4,3,143,At Risk,Medium Value
1991278,290,1,919.0,5,2,2,522,Loyal,Low Value
1991339,362,4,4813.88,4,5,4,454,Champions,Medium Value
1991411,789,3,4314.87,2,5,4,254,At Risk,Medium Value
1991497,554,2,414.8,3,4,1,341,Loyal,Low Value
1991742,423,5,12172.91,4,5,5,455,Champions,Top Value
1991913,374,3,6521.34,4,5,4,454,Champions,Top Value
1991961,348,2,10410.0,4,4,5,445,Champions,Top Value
1992043,1492,2,1326.0,1,4,2,142,Lost,Low Value
1992074,50,4,13827.06,5,5,5,555,Champions,Top Value
1992835,207,3,12680.59,5,5,5,555,Champions,Top Value
1993046,733,1,199.95,2,2,1,221,Lost,Low Value
1993577,645,1,1072.0,2,2,2,222,Lost,Low Value
1994181,419,3,7038.929999999999,4,5,4,454,Champions,Top Value
1994581,1108,1,5598.99,1,2,4,124,Lost,Top Value
1994606,510,1,4958.22,3,2,4,324,Need Attention,Top Value
1994932,25,2,2424.7,5,4,3,543,Loyal,Medium Value
1994967,402,2,1212.0,4,4,2,442,Loyal,Low Value
1994972,525,3,3081.73,3,5,3,353,Loyal,Medium Value
1995044,243,2,6970.14,5,4,4,544,Champions,Top Value
1995071,422,3,1197.69,4,5,2,452,Loyal,Low Value
1995593,582,2,1154.8500000000001,3,4,2,342,Loyal,Low Value
1995697,253,2,4825.66,5,4,4,544,Champions,Medium Value
1995699,461,2,3152.75,3,4,3,343,Loyal,Medium Value
1995928,261,1,438.0,5,2,1,521,Loyal,Low Value
1996019,1013,2,7457.45,1,4,4,144,At Risk,Top Value
1996029,57,4,12027.84,5,5,5,555,Champions,Top Value
1996108,297,4,6218.29,5,5,4,554,Champions,Top Value
1996351,570,1,2029.5,3,2,2,322,Loyal,Medium Value
1996365,228,3,5744.01,5,5,4,554,Champions,Top Value
1996488,422,2,3199.7999999999997,4,4,3,443,Loyal,Medium Value
1996680,1265,1,40.55,1,2,1,121,Lost,Low Value
1996781,367,6,9503.63,4,5,5,455,Champions,Top Value
1996797,419,5,10933.130000000001,4,5,5,455,Champions,Top Value
1996847,18,2,2182.65,5,4,3,543,Loyal,Medium Value
1996909,379,3,9721.6,4,5,5,455,Champions,Top Value
1996959,128,7,18230.3,5,5,5,555,Champions,Top Value
1997104,802,1,2453.29,2,2,3,223,Lost,Medium Value
1997208,416,4,11442.31,4,5,5,455,Champions,Top Value
1997221,433,4,3553.66,4,5,3,453,Loyal,Medium Value
1997307,1345,1,7803.04,1,2,5,125,Lost,Top Value
1997542,425,1,14.940000000000001,4,2,1,421,Loyal,Low Value
1997694,765,1,843.0,2,2,1,221,Lost,Low Value
1997727,438,3,1232.4,3,5,2,352,Loyal,Low Value
1997765,362,5,4955.83,4,5,4,454,Champions,Medium Value
1997780,409,5,16439.61,4,5,5,455,Champions,Top Value
1998013,361,6,11946.34,4,5,5,455,Champions,Top Value
1998163,1681,1,1537.95,1,2,2,122,Lost,Low Value
1998179,284,3,4846.7300000000005,5,5,4,554,Champions,Medium Value
1998305,921,2,8982.5,1,4,5,145,At Risk,Top Value
1998377,561,2,19901.0,3,4,5,345,Loyal,Top Value
1998481,29,4,10277.369999999999,5,5,5,555,Champions,Top Value
1999313,648,1,3055.98,2,2,3,223,Lost,Medium Value
1999333,363,3,3200.0699999999997,4,5,3,453,Loyal,Medium Value
1999383,477,2,3718.46,3,4,3,343,Loyal,Medium Value
1999721,855,3,18230.28,2,5,5,255,At Risk,Top Value
1999750,1503,1,1015.95,1,2,2,122,Lost,Low Value
1999911,431,2,2415.94,4,4,3,443,Loyal,Medium Value
1999956,757,2,1636.81,2,4,2,242,Lost,Low Value
2000293,554,1,2079.4,3,2,2,322,Loyal,Medium Value
2000732,645,3,3260.6099999999997,2,5,3,253,At Risk,Medium Value
2000744,438,2,1993.98,3,4,2,342,Loyal,Medium Value
2000872,1683,2,211.98,1,4,1,141,Lost,Low Value
2001416,277,2,415.69000000000005,5,4,1,541,Loyal,Low Value
2001744,484,2,2310.3399999999997,3,4,3,343,Loyal,Medium Value
2001745,579,2,2076.85,3,4,2,342,Loyal,Medium Value
2001755,118,3,36067.47,5,5,5,555,Champions,Top Value
2001808,537,1,2948.67,3,2,3,323,Loyal,Medium Value
2001813,19,2,1817.84,5,4,2,542,Loyal,Medium Value
2001941,260,1,2364.57,5,2,3,523,Loyal,Medium Value
2001951,226,2,426.99,5,4,1,541,Loyal,Low Value
2002239,75,1,4182.9,5,2,4,524,Need Attention,Medium Value
2002288,1096,2,177.77,1,4,1,141,Lost,Low Value
2002372,604,2,3084.39,3,4,3,343,Loyal,Medium Value
2002439,515,4,11168.4,3,5,5,355,Loyal,Top Value
2002685,1494,1,129.9,1,2,1,121,Lost,Low Value
2002810,751,2,872.99,2,4,2,242,Lost,Low Value
2002841,773,1,3402.91,2,2,3,223,Lost,Medium Value
2002888,419,2,3300.9599999999996,4,4,3,443,Loyal,Medium Value
2003153,421,4,5977.18,4,5,4,454,Champions,Top Value
2003293,363,2,6169.85,4,4,4,444,Champions,Top Value
2003358,243,8,26444.5,5,5,5,555,Champions,Top Value
2003425,431,1,5502.7,4,2,4,424,Need Attention,Top Value
2003638,160,3,3489.08,5,5,3,553,Loyal,Medium Value
2003705,3,1,499.9,5,2,1,521,Loyal,Low Value
2003856,731,1,1865.2,2,2,2,222,Lost,Medium Value
2003997,479,3,10206.64,3,5,5,355,Loyal,Top Value
2004240,71,1,2083.69,5,2,2,522,Loyal,Medium Value
2004284,57,5,8857.73,5,5,5,555,Champions,Top Value
2004449,484,2,1464.6,3,4,2,342,Loyal,Low Value
2004576,368,1,1902.8,4,2,2,422,Loyal,Medium Value
2005315,1282,1,2545.99,1,2,3,123,Lost,Medium Value
2005336,1623,1,1893.96,1,2,2,122,Lost,Medium Value
2005351,830,2,1212.98,2,4,2,242,Lost,Low Value
2005389,997,1,219.98,1,2,1,121,Lost,Low Value
2005718,981,1,301.0,1,2,1,121,Lost,Low Value
2005934,559,2,3905.96,3,4,3,343,Loyal,Medium Value
2006113,418,3,2866.3,4,5,3,453,Loyal,Medium Value
2006166,444,2,250.78,3,4,1,341,Loyal,Low Value
2006191,390,2,6032.6,4,4,4,444,Champions,Top Value
2006313,879,2,5636.28,1,4,4,144,At Risk,Top Value
2006486,41,2,2974.6,5,4,3,543,Loyal,Medium Value
2006574,221,4,7948.95,5,5,5,555,Champions,Top Value
2006644,798,3,14304.1,2,5,5,255,At Risk,Top Value
2006704,425,2,3578.63,4,4,3,443,Loyal,Medium Value
2006758,621,2,11357.87,2,4,5,245,At Risk,Top Value
2006826,458,4,11665.3,3,5,5,355,Loyal,Top Value
2007027,444,3,7248.76,3,5,4,354,Loyal,Top Value
2007028,261,4,1934.35,5,5,2,552,Loyal,Medium Value
2007125,534,4,4445.42,3,5,4,354,Loyal,Medium Value
2007280,184,6,9122.869999999999,5,5,5,555,Champions,Top Value
2007321,779,2,7412.23,2,4,4,244,At Risk,Top Value
2007618,601,1,149.95,3,2,1,321,Loyal,Low Value
2007813,4,6,3049.4300000000003,5,5,3,553,Loyal,Medium Value
2008177,534,2,7630.05,3,4,5,345,Loyal,Top Value
2008468,634,1,1509.57,2,2,2,222,Lost,Low Value
2009147,26,1,988.9,5,2,2,522,Loyal,Low Value
2009243,502,2,8048.0,3,4,5,345,Loyal,Top Value
2009540,414,1,6094.95,4,2,4,424,Need Attention,Top Value
2009720,577,2,2741.79,3,4,3,343,Loyal,Medium Value
2010159,2,1,404.40000000000003,5,2,1,521,Loyal,Low Value
2010245,592,2,2231.94,3,4,3,343,Loyal,Medium Value
2010262,544,2,3795.99,3,4,3,343,Loyal,Medium Value
2010411,894,1,179.97,1,2,1,121,Lost,Low Value
2010495,348,2,1434.76,4,4,2,442,Loyal,Low Value
2010506,472,2,1110.16,3,4,2,342,Loyal,Low Value
2010586,428,2,2149.53,4,4,2,442,Loyal,Medium Value
2010827,771,1,230.0,2,2,1,221,Lost,Low Value
2011096,57,3,2578.38,5,5,3,553,Loyal,Medium Value
2011298,55,5,13106.64,5,5,5,555,Champions,Top Value
2011585,449,1,559.96,3,2,1,321,Loyal,Low Value
2011632,1200,1,853.9,1,2,2,122,Lost,Low Value
2011673,361,5,16522.84,4,5,5,455,Champions,Top Value
2011702,358,1,4079.0,4,2,4,424,Need Attention,Medium Value
2011787,193,4,7638.58,5,5,5,555,Champions,Top Value
2011791,257,1,499.9,5,2,1,521,Loyal,Low Value
2011796,1824,2,22146.780000000002,1,4,5,145,At Risk,Top Value
2012045,998,2,982.99,1,4,2,142,Lost,Low Value
2012168,510,5,11727.39,3,5,5,355,Loyal,Top Value
2012457,289,6,9208.34,5,5,5,555,Champions,Top Value
2012901,732,4,5947.14,2,5,4,254,At Risk,Top Value
2013268,488,2,1545.85,3,4,2,342,Loyal,Low Value
2013443,347,7,8647.789999999999,4,5,5,455,Champions,Top Value
2013759,148,1,549.9499999999999,5,2,1,521,Loyal,Low Value
2013811,29,6,6531.42,5,5,4,554,Champions,Top Value
2014107,232,5,6345.5,5,5,4,554,Champions,Top Value
2014226,426,10,16772.43,4,5,5,455,Champions,Top Value
2014440,1027,1,2995.0,1,2,3,123,Lost,Medium Value
2014500,428,2,4998.7,4,4,4,444,Champions,Top Value
2014565,428,4,6750.54,4,5,4,454,Champions,Top Value
2014737,612,2,1739.1,2,4,2,242,Lost,Medium Value
2014806,498,1,5029.98,3,2,4,324,Need Attention,Top Value
2014930,379,2,3199.1400000000003,4,4,3,443,Loyal,Medium Value
2015026,568,2,4875.35,3,4,4,344,Loyal,Medium Value
2015036,587,2,3032.14,3,4,3,343,Loyal,Medium Value
2015045,655,1,2547.8,2,2,3,223,Lost,Medium Value
2015104,1564,1,5050.39,1,2,4,124,Lost,Top Value
2015173,387,1,3679.15,4,2,3,423,Loyal,Medium Value
2015228,32,3,1533.99,5,5,2,552,Loyal,Low Value
2015316,361,3,6672.5,4,5,4,454,Champions,Top Value
2015373,13,2,3908.9700000000003,5,4,3,543,Loyal,Medium Value
2015566,908,1,521.89,1,2,1,121,Lost,Low Value
2015614,489,1,20.64,3,2,1,321,Loyal,Low Value
2015674,190,4,10016.06,5,5,5,555,Champions,Top Value
2015900,82,6,7798.79,5,5,5,555,Champions,Top Value
2016036,425,1,12005.92,4,2,5,425,Need Attention,Top Value
2016041,515,2,9090.79,3,4,5,345,Loyal,Top Value
2016137,349,3,4373.74,4,5,4,454,Champions,Medium Value
2016329,467,1,4058.67,3,2,3,323,Loyal,Medium Value
2016610,855,1,969.9,2,2,2,222,Lost,Low Value
2016721,978,1,939.94,1,2,2,122,Lost,Low Value
2017407,418,2,590.89,4,4,1,441,Loyal,Low Value
2017884,614,4,5114.62,2,5,4,254,At Risk,Top Value
2017937,558,2,8835.98,3,4,5,345,Loyal,Top Value
2018142,944,1,9119.189999999999,1,2,5,125,Lost,Top Value
2018226,503,1,39.96,3,2,1,321,Loyal,Low Value
2018421,372,3,11834.17,4,5,5,455,Champions,Top Value
2018524,793,1,31.39,2,2,1,221,Lost,Low Value
2018685,744,2,12881.560000000001,2,4,5,245,At Risk,Top Value
2018869,405,4,14954.900000000001,4,5,5,455,Champions,Top Value
2019180,361,3,6232.59,4,5,4,454,Champions,Top Value
2019245,403,1,109.0,4,2,1,421,Loyal,Low Value
2019675,453,1,436.9,3,2,1,321,Loyal,Low Value
2020068,530,2,1166.45,3,4,2,342,Loyal,Low Value
2020231,983,1,1539.5,1,2,2,122,Lost,Low Value
2020420,180,4,3334.67,5,5,3,553,Loyal,Medium Value
2020722,524,4,5526.55,3,5,4,354,Loyal,Top Value
2021107,211,4,21402.33,5,5,5,555,Champions,Top Value
2021158,803,1,979.8399999999999,2,2,2,222,Lost,Low Value
2021353,515,4,3715.7799999999997,3,5,3,353,Loyal,Medium Value
2021360,550,1,2765.95,3,2,3,323,Loyal,Medium Value
2021365,265,3,5720.63,5,5,4,554,Champions,Top Value
2021639,367,3,3996.98,4,5,3,453,Loyal,Medium Value
2021834,398,2,3035.12,4,4,3,443,Loyal,Medium Value
2021916,1319,2,6069.93,1,4,4,144,At Risk,Top Value
2022051,36,2,9494.0,5,4,5,545,Champions,Top Value
2022162,795,2,4324.2,2,4,4,244,At Risk,Medium Value
2022199,377,1,2599.9,4,2,3,423,Loyal,Medium Value
2022243,526,3,3573.2,3,5,3,353,Loyal,Medium Value
2022288,620,1,3470.0,2,2,3,223,Lost,Medium Value
2022412,92,6,13329.76,5,5,5,555,Champions,Top Value
2022662,377,4,3773.5699999999997,4,5,3,453,Loyal,Medium Value
2022707,458,3,1157.93,3,5,2,352,Loyal,Low Value
2022861,789,3,4374.04,2,5,4,254,At Risk,Medium Value
2022876,711,1,1840.0,2,2,2,222,Lost,Medium Value
2023185,81,4,9166.01,5,5,5,555,Champions,Top Value
2023204,438,1,165.0,3,2,1,321,Loyal,Low Value
2023470,260,2,680.5199999999999,5,4,1,541,Loyal,Low Value
2023780,990,3,9974.48,1,5,5,155,At Risk,Top Value
2023998,736,3,5444.53,2,5,4,254,At Risk,Top Value
2024029,47,8,8433.2,5,5,5,555,Champions,Top Value
2024100,515,2,8011.349999999999,3,4,5,345,Loyal,Top Value
2024150,522,1,227.94,3,2,1,321,Loyal,Low Value
2024240,597,2,537.12,3,4,1,341,Loyal,Low Value
2024716,448,2,4716.16,3,4,4,344,Loyal,Medium Value
2025213,414,4,9238.81,4,5,5,455,Champions,Top Value
2025504,237,3,5556.17,5,5,4,554,Champions,Top Value
2025509,781,2,2614.96,2,4,3,243,At Risk,Medium Value
2025686,342,2,13902.32,5,4,5,545,Champions,Top Value
2025711,426,3,16247.85,4,5,5,455,Champions,Top Value
2025840,642,2,3423.55,2,4,3,243,At Risk,Medium Value
2025955,834,3,3955.94,2,5,3,253,At Risk,Medium Value
2026025,1829,1,1407.0,1,2,2,122,Lost,Low Value
2026065,186,1,259.98,5,2,1,521,Loyal,Low Value
2026106,284,4,8670.869999999999,5,5,5,555,Champions,Top Value
2026387,256,3,10584.42,5,5,5,555,Champions,Top Value
2026432,618,2,3567.0,2,4,3,243,At Risk,Medium Value
2026561,241,1,65.78,5,2,1,521,Loyal,Low Value
2026801,345,5,17851.15,4,5,5,455,Champions,Top Value
2026978,662,1,6674.0,2,2,4,224,Lost,Top Value
2027056,40,1,2157.83,5,2,2,522,Loyal,Medium Value
2027276,396,3,10870.9,4,5,5,455,Champions,Top Value
2027449,517,2,4563.0,3,4,4,344,Loyal,Medium Value
2027502,738,2,8275.93,2,4,5,245,At Risk,Top Value
2027765,940,1,1513.98,1,2,2,122,Lost,Low Value
2027835,353,3,1594.19,4,5,2,452,Loyal,Low Value
2027861,709,2,1279.22,2,4,2,242,Lost,Low Value
2028962,549,4,7668.72,3,5,5,355,Loyal,Top Value
2029379,874,1,2583.0,2,2,3,223,Lost,Medium Value
2029441,627,2,3826.6800000000003,2,4,3,243,At Risk,Medium Value
2029518,725,3,5036.72,2,5,4,254,At Risk,Top Value
2029584,149,1,4025.97,5,2,3,523,Loyal,Medium Value
2029619,417,3,18518.0,4,5,5,455,Champions,Top Value
2029684,351,2,3279.9399999999996,4,4,3,443,Loyal,Medium Value
2029697,827,1,695.58,2,2,1,221,Lost,Low Value
2029781,379,2,920.49,4,4,2,442,Loyal,Low Value
2029797,592,1,419.97,3,2,1,321,Loyal,Low Value
2029798,415,3,2850.85,4,5,3,453,Loyal,Medium Value
2030035,2,2,5318.95,5,4,4,544,Champions,Top Value
2030206,424,3,2119.82,4,5,2,452,Loyal,Medium Value
2030678,1395,1,1409.91,1,2,2,122,Lost,Low Value
2030891,1151,2,1316.65,1,4,2,142,Lost,Low Value
2031187,1821,1,219.98,1,2,1,121,Lost,Low Value
2031360,776,1,7340.93,2,2,4,224,Lost,Top Value
2031446,423,5,5436.16,4,5,4,454,Champions,Top Value
2031457,202,4,952.2,5,5,2,552,Loyal,Low Value
2031698,373,2,1910.08,4,4,2,442,Loyal,Medium Value
2032025,1346,2,6895.64,1,4,4,144,At Risk,Top Value
2032411,414,5,19242.28,4,5,5,455,Champions,Top Value
2032588,754,4,2341.86,2,5,3,253,At Risk,Medium Value
2032613,373,2,3772.89,4,4,3,443,Loyal,Medium Value
2032689,253,2,295.08000000000004,5,4,1,541,Loyal,Low Value
2032912,556,4,18317.2,3,5,5,355,Loyal,Top Value
2032996,272,4,1630.92,5,5,2,552,Loyal,Low Value
2033194,254,2,676.17,5,4,1,541,Loyal,Low Value
2033219,778,2,6660.38,2,4,4,244,At Risk,Top Value
2033319,536,2,533.95,3,4,1,341,Loyal,Low Value
2033335,127,3,1821.06,5,5,2,552,Loyal,Medium Value
2033946,417,3,5680.45,4,5,4,454,Champions,Top Value
2033974,645,3,24165.12,2,5,5,255,At Risk,Top Value
2034681,711,3,5282.91,2,5,4,254,At Risk,Top Value
2034744,612,1,2721.59,2,2,3,223,Lost,Medium Value
2034775,1597,1,2986.36,1,2,3,123,Lost,Medium Value
2034808,391,6,6589.55,4,5,4,454,Champions,Top Value
2034809,179,3,7191.27,5,5,4,554,Champions,Top Value
2034922,379,9,23992.16,4,5,5,455,Champions,Top Value
2034965,498,5,6174.49,3,5,4,354,Loyal,Top Value
2035543,1576,1,1638.0,1,2,2,122,Lost,Low Value
2035577,638,1,22.0,2,2,1,221,Lost,Low Value
2035762,743,1,147.95,2,2,1,221,Lost,Low Value
2035771,1878,1,872.99,1,2,2,122,Lost,Low Value
2035862,421,4,1891.29,4,5,2,452,Loyal,Medium Value
2035885,270,1,815.9100000000001,5,2,1,521,Loyal,Low Value
2036099,386,6,7062.99,4,5,4,454,Champions,Top Value
2036286,576,1,3228.3,3,2,3,323,Loyal,Medium Value
2036766,352,2,2020.22,4,4,2,442,Loyal,Medium Value
2036809,272,1,2575.53,5,2,3,523,Loyal,Medium Value
2037245,601,1,2073.55,3,2,2,322,Loyal,Medium Value
2037290,427,2,5991.29,4,4,4,444,Champions,Top Value
2037292,381,3,2098.96,4,5,2,452,Loyal,Medium Value
2037884,352,7,23549.55,4,5,5,455,Champions,Top Value
2037906,285,4,10348.63,5,5,5,555,Champions,Top Value
2037919,442,2,1069.5,3,4,2,342,Loyal,Low Value
2038257,719,1,3184.4,2,2,3,223,Lost,Medium Value
2038328,1201,1,1095.0,1,2,2,122,Lost,Low Value
2038334,364,3,7528.0,4,5,5,455,Champions,Top Value
2038509,1130,1,1555.96,1,2,2,122,Lost,Low Value
2038522,93,3,14173.630000000001,5,5,5,555,Champions,Top Value
2038741,206,3,3961.9700000000003,5,5,3,553,Loyal,Medium Value
2038771,79,2,4825.61,5,4,4,544,Champions,Medium Value
2038841,778,4,18332.87,2,5,5,255,At Risk,Top Value
2039658,757,5,15000.079999999998,2,5,5,255,At Risk,Top Value
2039683,486,2,6904.55,3,4,4,344,Loyal,Top Value
2039753,197,1,2901.0,5,2,3,523,Loyal,Medium Value
2039789,60,3,1784.9099999999999,5,5,2,552,Loyal,Medium Value
2039796,486,5,12087.97,3,5,5,355,Loyal,Top Value
2039866,92,4,18765.95,5,5,5,555,Champions,Top Value
2040156,413,3,2387.9300000000003,4,5,3,453,Loyal,Medium Value
2040327,954,1,779.97,1,2,1,121,Lost,Low Value
2040328,764,1,645.6999999999999,2,2,1,221,Lost,Low Value
2040568,374,2,2140.84,4,4,2,442,Loyal,Medium Value
2040627,391,2,466.69,4,4,1,441,Loyal,Low Value
2040812,758,1,5080.0,2,2,4,224,Lost,Top Value
2040826,617,1,10234.92,2,2,5,225,Lost,Top Value
2040948,435,7,13247.23,3,5,5,355,Loyal,Top Value
2041314,283,2,1636.45,5,4,2,542,Loyal,Low Value
2041442,565,1,5508.0,3,2,4,324,Need Attention,Top Value
2041451,473,1,20299.93,3,2,5,325,Need Attention,Top Value
2041643,1812,1,3120.0,1,2,3,123,Lost,Medium Value
2042037,639,3,18142.989999999998,2,5,5,255,At Risk,Top Value
2042097,1521,2,518.09,1,4,1,141,Lost,Low Value
2042291,508,3,20445.97,3,5,5,355,Loyal,Top Value
2042548,444,5,23168.93,3,5,5,355,Loyal,Top Value
2043122,590,4,4893.82,3,5,4,354,Loyal,Medium Value
2043244,437,3,12140.76,3,5,5,355,Loyal,Top Value
2043401,348,1,319.98,4,2,1,421,Loyal,Low Value
2043619,376,4,7426.780000000001,4,5,4,454,Champions,Top Value
2043646,346,5,4746.86,4,5,4,454,Champions,Medium Value
2043708,537,2,1909.99,3,4,2,342,Loyal,Medium Value
2043928,1114,3,7870.1900000000005,1,5,5,155,At Risk,Top Value
2043959,860,1,329.96999999999997,2,2,1,221,Lost,Low Value
2044217,989,1,256.0,1,2,1,121,Lost,Low Value
2044281,716,2,1366.95,2,4,2,242,Lost,Low Value
2044567,61,8,21036.379999999997,5,5,5,555,Champions,Top Value
2044599,389,2,2438.7799999999997,4,4,3,443,Loyal,Medium Value
2044631,888,2,7472.0,1,4,4,144,At Risk,Top Value
2044652,1,2,2339.58,5,4,3,543,Loyal,Medium Value
2044669,410,1,3174.0,4,2,3,423,Loyal,Medium Value
2045041,1630,1,8501.4,1,2,5,125,Lost,Top Value
2045183,361,3,3519.8500000000004,4,5,3,453,Loyal,Medium Value
2045289,515,1,66.75,3,2,1,321,Loyal,Low Value
2045626,437,2,778.09,3,4,1,341,Loyal,Low Value
2045827,386,5,9361.27,4,5,5,455,Champions,Top Value
2045928,1159,1,698.0,1,2,1,121,Lost,Low Value
2045981,50,2,11100.720000000001,5,4,5,545,Champions,Top Value
2046265,386,2,2341.75,4,4,3,443,Loyal,Medium Value
2046511,73,2,6523.639999999999,5,4,4,544,Champions,Top Value
2046677,971,1,773.82,1,2,1,121,Lost,Low Value
2046690,978,1,1733.94,1,2,2,122,Lost,Medium Value
2047648,1513,1,1771.0,1,2,2,122,Lost,Medium Value
2047895,355,3,4030.7400000000002,4,5,3,453,Loyal,Medium Value
2047942,456,3,1744.93,3,5,2,352,Loyal,Medium Value
2048264,384,1,1693.98,4,2,2,422,Loyal,Medium Value
2048275,540,2,24289.46,3,4,5,345,Loyal,Top Value
2048840,582,3,4270.43,3,5,4,354,Loyal,Medium Value
2049273,730,1,166.45,2,2,1,221,Lost,Low Value
2049384,237,2,3205.0,5,4,3,543,Loyal,Medium Value
2050396,297,3,2051.0,5,5,2,552,Loyal,Medium Value
2050411,375,3,3863.8199999999997,4,5,3,453,Loyal,Medium Value
2050436,580,1,6608.9,3,2,4,324,Need Attention,Top Value
2050933,543,3,7076.32,3,5,4,354,Loyal,Top Value
2051116,717,1,327.0,2,2,1,221,Lost,Low Value
2051117,444,2,1523.8600000000001,3,4,2,342,Loyal,Low Value
2051398,149,3,3240.43,5,5,3,553,Loyal,Medium Value
2051562,722,1,178.59,2,2,1,221,Lost,Low Value
2051642,187,2,355.94,5,4,1,541,Loyal,Low Value
2051822,372,2,6625.65,4,4,4,444,Champions,Top Value
2051826,515,1,490.71999999999997,3,2,1,321,Loyal,Low Value
2052082,67,3,3346.48,5,5,3,553,Loyal,Medium Value
2052391,59,1,398.0,5,2,1,521,Loyal,Low Value
2052419,780,1,1761.78,2,2,2,222,Lost,Medium Value
2052752,414,5,5655.87,4,5,4,454,Champions,Top Value
2052994,969,1,981.07,1,2,2,122,Lost,Low Value
2053017,411,2,1946.94,4,4,2,442,Loyal,Medium Value
2053393,1510,1,90.0,1,2,1,121,Lost,Low Value
2053447,150,3,11476.849999999999,5,5,5,555,Champions,Top Value
2053612,402,4,4005.75,4,5,3,453,Loyal,Medium Value
2053617,414,3,3956.62,4,5,3,453,Loyal,Medium Value
2053838,270,5,11886.52,5,5,5,555,Champions,Top Value
2053862,765,2,6469.54,2,4,4,244,At Risk,Top Value
2054016,145,3,598.09,5,5,1,551,Loyal,Low Value
2054052,36,3,4887.91,5,5,4,554,Champions,Medium Value
2054088,366,1,3106.27,4,2,3,423,Loyal,Medium Value
2054315,774,2,397.92999999999995,2,4,1,241,Lost,Low Value
2054326,1257,1,32.0,1,2,1,121,Lost,Low Value
2054443,978,2,3671.74,1,4,3,143,At Risk,Medium Value
2054697,1534,1,6780.0,1,2,4,124,Lost,Top Value
2054855,890,3,9472.39,1,5,5,155,At Risk,Top Value
2054914,849,3,1214.95,2,5,2,252,Lost,Low Value
2054922,397,6,12107.99,4,5,5,455,Champions,Top Value
2054948,444,3,6414.67,3,5,4,354,Loyal,Top Value
2054967,862,1,10.05,2,2,1,221,Lost,Low Value
2055060,439,2,1075.97,3,4,2,342,Loyal,Low Value
2055087,1467,2,2042.5,1,4,2,142,Lost,Medium Value
2055186,1695,1,1236.0,1,2,2,122,Lost,Low Value
